id,true_lat,true_lon,pred_lat,pred_lon,country,error_km,top1_score,margin,entropy
2968866076713699,3.651294949900348,72.82224826219343,20.123902638568847,-86.983332806723,MV,16572.545512214103,0.14676570892333984,0.06691865622997284,5.112356185913086
792552144983254,38.0289734581,58.23521846894,38.046871646867665,58.18857255021405,TM,4.544133104357851,0.6859989762306213,0.3955453336238861,0.7523307800292969
1048482462350820,37.132134817275,72.732355425817,37.27778807378687,72.90193937244425,AF,22.087996152675128,0.9785194993019104,0.9572410583496094,0.10532238334417343
1523110134747236,55.585444821143,25.495861113402,55.5863744322388,25.716319998369016,LT,13.854903619908475,0.8710381984710693,0.8399858474731445,0.8748964071273804
837931920144780,13.297517763945,-61.228313355163,13.34404111325183,-61.211573714744176,VC,5.481089080878401,0.9986633062362671,0.9982141852378845,0.014690461568534374
373839510658989,25.158006017574,51.409598469506,25.168879825134074,51.39231409405361,QA,2.118478996398063,0.7281922101974487,0.6056617498397827,0.8959790468215942
203966514648186,39.044462198576,125.75420431832,16.018083318480386,108.25616515218181,KP,3074.770991140949,0.5470530390739441,0.43468770384788513,1.9002563953399658
1322389432013706,7.435105314907208,80.63116533197775,7.497697820630045,80.70037977648009,LK,10.328307439376777,0.7788630127906799,0.5800087451934814,0.6008501648902893
157373106331958,-8.7631615071759,160.69566743528,-17.163196785183292,145.54634293929655,SB,1887.0275363997835,0.327288955450058,0.023292601108551025,1.3505338430404663
458312391931633,6.2375106253174,1.2104281322936,6.185408737537286,1.2034193523779522,TG,5.845041070663645,0.9987372756004333,0.998322606086731,0.012398017570376396
510236553670467,7.7018594495534,-5.0412782197133,6.6926770035289245,-1.5525017869769668,CI,400.89704811612023,0.5027944445610046,0.32385748624801636,1.8688318729400635
4537381269655437,-12.793579704798,45.271858507886,-12.735522353589822,45.25408427801477,YT,6.73730868103053,0.9809532761573792,0.971480667591095,0.1251656860113144
929995707797025,65.473359769866,-18.670471823789,65.54682216554492,-18.81366800197761,IS,10.502046946580704,0.9040209054946899,0.8362493515014648,0.4169726073741913
565758964389055,6.793181101683,-58.128173698297,6.974698504273211,-58.34487826478555,GY,31.29989093409053,0.9999910593032837,0.9999884963035583,0.00014487255248241127
477563046797948,10.320770162958,-66.873297721696,-28.495399297301415,-48.89284712937293,VE,4729.021864535486,0.9308737516403198,0.9162501096725464,0.4330063760280609
1314759745659884,12.198001526742024,-69.07626402780737,20.15166810007611,-87.37610732461138,CW,2142.7154440412355,0.47777560353279114,0.16992002725601196,1.8173714876174927
212370810484851,-11.344344273861,15.104067544359,-11.29465940790371,16.805327280495305,AO,185.57365800061103,0.9816833734512329,0.9771280288696289,0.13227838277816772
2852013765012256,17.350825178913,-62.727573880504,17.429196577234734,-62.64089112206537,KN,12.670752934965174,0.9982811212539673,0.9976475834846497,0.01565910130739212
4422496797782748,56.108776388904,10.184173053807,56.30063681937521,10.452438487125415,DK,27.02650319884515,0.4840729832649231,0.21125894784927368,2.091282844543457
892651014800774,25.200160409829,51.451785026219,25.35249687706286,51.46617577984147,QA,17.00073209813606,0.8813393115997314,0.8073973655700684,0.5351076126098633
777829342920912,6.6695966451966,-1.6316373162952,6.704128825214249,-1.6195927246056065,GH,4.063678817726101,0.9949191212654114,0.993729293346405,0.04466123506426811
139332574880387,28.875105537629,32.662850056184,27.763387066050896,34.35748594671251,EG,206.87257814030718,0.8890607953071594,0.8355250954627991,0.529697060585022
792018445083297,60.52963050505,17.591197762848,60.51687327763341,17.489656481093032,SE,5.734136437594847,0.9813184142112732,0.975139856338501,0.1414639949798584
1164257950687271,47.45224564,-2.13337063,47.42463851941793,-1.9606932268208053,FR,13.3449770979379,0.5830133557319641,0.47903314232826233,1.9668962955474854
478557176754312,32.293297740507,-64.781755679568,17.152057117309248,-61.99189062054529,BM,1706.824202718553,0.21845272183418274,0.005276873707771301,2.4636995792388916
268606811705205,34.532265129494,69.164958850838,26.238471071864094,50.570845411041724,AF,2003.2816436959442,0.4689638018608093,0.33082878589630127,1.9056177139282227
1176693216516870,42.16310320000001,21.68371939999752,42.15905535685767,21.69882515105656,MK,1.3239415399262349,0.9972773194313049,0.9960334300994873,0.025181781500577927
475590970312056,6.6745810866323,-1.6022842209891,6.692393402401652,-1.5789588662195884,GH,3.249444367630009,0.9991300702095032,0.9985815286636353,0.007771809119731188
371268094300384,-1.5003185397835,-78.024221104214,-1.4270759441760317,-78.0685742137996,EC,9.520255023729106,0.9976211190223694,0.9966509342193604,0.019807571545243263
2980661118882197,41.687971040403,44.818385303918,41.69590765161101,44.79963662937541,GE,1.7895000598167368,0.9456763863563538,0.9376433491706848,0.4211950898170471
470161170981450,1.2981100066962,103.84563399342,1.3080718864635468,103.86230023685195,SG,2.1586113570523624,0.7629462480545044,0.5285221338272095,0.5627611875534058
185220580017694,-1.733648,38.202393,-1.7413841838905288,38.22097584242578,KE,2.237348868298826,0.9858601093292236,0.9718170166015625,0.07520654052495956
1331796673947524,-22.27291907075742,166.44964053767978,-22.636692100583467,166.00811715039592,NC,60.78536251115467,0.3121080994606018,0.2350044548511505,4.08162784576416
173519298004414,32.907773349041,13.271739147593,32.977098866887424,13.370683380586403,LY,12.028061159086441,0.9663020372390747,0.9506056904792786,0.21302875876426697
1818040528375207,27.673912374776,85.33103008291,27.670784836772754,85.36262220187749,NP,3.1304491402093593,0.9765560030937195,0.9607373476028442,0.12978985905647278
511758196854635,7.7274242779021,-8.4020508087861,8.91267620018539,-11.960023428852345,GN,413.0464173554415,0.7054794430732727,0.6118738651275635,1.203079104423523
270840678805293,6.705131705169925,-11.329849661584376,6.750023365844143,-11.468278098109732,LR,16.080920227730672,0.9967203736305237,0.9956701993942261,0.028681471943855286
552503646173040,15.870322480816238,120.60409860484626,15.867946446048158,120.68351021589102,PH,8.497747645533368,0.5340306162834167,0.2882981598377228,1.4300645589828491
759610554735134,38.561458079667,68.774620159951,38.5742619324298,68.84511500686523,TJ,6.292015237982381,0.9998760223388672,0.9997648000717163,0.001301461597904563
815735859317998,1.3802687984107,103.94247459592,1.3058433454597806,103.69074801517067,MY,29.181116414925107,0.7089757323265076,0.4887223243713379,0.7771304845809937
884893512796549,35.3620807181024,8.850180261163967,35.311181264275675,9.039971722092291,TN,18.122306968972353,0.32893311977386475,0.017879635095596313,1.3941221237182617
919655055534695,15.539147535189,32.567377977901,14.808306132300405,-16.429586745414753,SD,5247.08539204374,0.42693597078323364,0.030935317277908325,1.3580390214920044
473691440722321,-17.792853262031,31.064453944951,25.487290140263926,91.57271502870232,ZW,8122.111062080386,0.3548913598060608,0.12491802871227264,2.486670732498169
314584293458705,37.608340751735,65.730689674656,37.34531785003014,63.3488064697741,AF,212.20644149660117,0.998854398727417,0.9981259107589722,0.011143634095788002
817893178858280,24.751147898993,46.670565545117,24.72123671681815,46.71756341649838,SA,5.7957349084071845,0.9997922778129578,0.9996525049209595,0.0021826468873769045
741905893171384,16.247511056806,-61.493080159281,16.208505037665198,-61.42509423019399,GP,8.455626144116332,0.6322892904281616,0.4092795252799988,0.964629054069519
464293144858546,18.105860205786,-76.716792696842,-36.909250254333585,174.58705036562185,JM,12841.178089096342,0.5796740651130676,0.5076137781143188,2.189403772354126
391469091926615,31.184154781855,121.53698999569,31.2028681794152,121.55135354496126,CN,2.4892751639292507,0.9045486450195312,0.8267512917518616,0.3793506622314453
