id,true_lat,true_lon,pred_lat,pred_lon,country,corruption_type,severity,error_km,top1_score,margin,entropy
1198015930637035,47.58736244394304,13.72243335782696,46.10935558542911,26.799864117565203,AT,resize,2,1006.7665835889804,0.09048490226268768,0.020226165652275085,4.9055681228637695
2627501530880734,-21.690540312924,165.67395409726,-17.264806098393535,145.4943004202039,NC,resize,2,2170.0440872545837,0.6177313923835754,0.4720858335494995,1.6407325267791748
464312504633961,25.061219179854,-77.474052344488,25.634980180452967,-100.05602809130654,BS,resize,2,2267.406902501365,0.35009267926216125,0.20929868519306183,2.8618438243865967
1640910792965420,14.05090975535,-83.408252576108,9.23298531122627,1.1695056739870608,NI,resize,2,9180.596502689497,0.6998469233512878,0.5757923126220703,1.2529653310775757
784509382269632,39.054295235447,125.75444015475,44.57571269611245,38.14014426570994,KP,resize,2,6924.639549897066,0.15063463151454926,0.02146446704864502,3.8202524185180664
1203580403446328,59.403162352068,5.3346943684814,63.38897847142387,11.030316408271394,NO,resize,2,536.5561560148977,0.7482670545578003,0.6307247281074524,1.306017518043518
529318031569520,35.884852698,14.543835095527,35.85264207081832,14.338834494598876,MT,resize,2,18.816233226224252,0.19269594550132751,0.11353083699941635,3.7645134925842285
579627393601024,31.161290071016406,27.62620232776423,-26.88814983681766,26.73402259032424,EG,resize,2,6455.497915948246,0.5453150868415833,0.44848692417144775,2.1879689693450928
493287055050730,18.529699440908,-73.82906994801,6.513528460723958,2.6254220706379936,HT,resize,2,8353.643682183205,0.6154723763465881,0.5668462514877319,2.2447779178619385
194636675718395,15.711283292961,-86.911458774945,14.677633937669006,-88.34138565642469,HN,resize,2,191.71351833270148,0.5898769497871399,0.4684404730796814,1.5748276710510254
324862519056205,19.31841800221,-81.382583014952,-27.44986560480753,153.34566345646908,KY,resize,2,14399.813266019151,0.9126843810081482,0.8761229515075684,0.4617188274860382
312497683776326,-3.5385285661184,29.342796802632,36.00883365459573,50.62128933315594,BI,resize,2,4922.610233730547,0.4643920958042145,0.30424803495407104,2.3346011638641357
524249899215869,-20.36057432562562,57.57448506856856,47.602389040388324,5.870129213749645,MU,resize,2,9146.02234683001,0.17280805110931396,0.10783993452787399,4.771634578704834
762407414666903,18.261799133186,-66.040383948361,20.583516401097974,-101.13617781395718,PR,resize,2,3682.52220202198,0.15473027527332306,0.06376070529222488,4.538145542144775
1162773017520174,6.3181766455254,37.510104406035,7.982999115183194,38.33688992673038,ET,resize,2,206.37271017969175,0.8235413432121277,0.7096235156059265,0.6214825510978699
3356357477800408,-13.862024739384,-171.85937431059,54.50645970420959,16.64072064288029,WS,resize,2,15435.399357991235,0.33755767345428467,0.07400277256965637,1.9871735572814941
487479689165720,-0.79790097222466,-77.201507380967,14.234207307153893,101.15371637879457,EC,resize,2,18510.128097067536,0.27285143733024597,0.17226533591747284,3.4084694385528564
255694192945304,0.23852452895088,109.87510053714,7.291727031929653,-11.521928348601694,ID,resize,2,13463.369755488131,0.9628744125366211,0.936165452003479,0.2107536345720291
810188746588631,46.29075689375,10.078154998184,55.64536014949112,37.53244367604436,CH,resize,2,2165.5453957080176,0.11048552393913269,0.0007139667868614197,4.064375400543213
152336490235316,6.1412981189533,-10.222955468447,17.625827563788896,105.07253493996652,LR,resize,2,12439.340320229676,0.862146258354187,0.8337728381156921,0.9259387254714966
1128248694323507,4.9712879947102,-52.440325961909,44.63874726417908,20.719375112333687,GF,resize,2,8290.540253145982,0.40039658546447754,0.2919570803642273,3.4849298000335693
319600276196154,17.249258189479,-62.655520880016,-29.616468818934536,26.703257443844908,KN,resize,2,10884.736987949964,0.12573720514774323,0.056193023920059204,4.820998191833496
227605128698501,30.534718182782,35.557018519973,-26.006855150035012,27.905473829969022,JO,resize,2,6339.628246360792,0.4164094030857086,0.1858881264925003,2.457915782928467
469353001013618,-4.8497851046353,11.90522368749,-6.870491449444744,39.26061695168164,CG,resize,2,3033.7481940682883,0.42547696828842163,0.18138457834720612,1.7401999235153198
312137333614311,50.147457733865,106.21881807879,-29.480348569805543,27.503630633803972,MN,resize,2,11740.333876262766,0.33836039900779724,0.23047557473182678,4.082962989807129
417436926432877,-9.466630277777776,160.38180111111112,20.10982615821624,-97.04526996822432,SB,resize,2,11671.231010505047,0.08905915915966034,0.02275320142507553,4.738719940185547
521833368998076,33.828288106674,35.578984207651,38.364005188768495,26.988789867061275,LB,resize,2,921.3446577909576,0.3728671967983246,0.15726569294929504,2.2153093814849854
804138920493771,-0.43494769438863,-76.201325946671,53.396212292948775,83.9556125251245,EC,resize,2,13847.991324059569,0.5566216111183167,0.5290652513504028,3.1657321453094482
302261168190071,-13.859325484052,-171.70998038915,15.766723642412101,-61.35594344438068,WS,resize,2,12560.4951936159,0.6642168760299683,0.4033971428871155,1.0214049816131592
1226452984452730,18.570054722222,52.82152305555601,31.382325344291147,36.53601464913956,YE,resize,2,2168.497121709258,0.4596136808395386,0.4039972722530365,3.4761719703674316
321769825972532,56.815207379952,13.937240092613,52.99832200886617,10.08815130766744,SE,resize,2,490.41093226047286,0.44375237822532654,0.385134220123291,3.202785015106201
773469050698883,0.4364979004820079,9.440864620026538,5.22118428473069,-0.8384473451611731,GA,resize,2,1259.1944350185722,0.4873350262641907,0.37084007263183594,2.272045612335205
333032548339836,51.706235270322,-9.7173149835356,51.90020595212169,-9.789805448288007,IE,resize,2,22.13699150124407,0.7837945818901062,0.7327316999435425,1.2764158248901367
321482029535925,44.652229350002,21.162756330018,40.27477000862852,-86.97326224987253,RS,resize,2,8163.732014050887,0.13002824783325195,0.04528028517961502,4.243127822875977
832510974027702,-17.456552891966,-65.728142843828,-35.12031977214411,173.53388111635752,BO,resize,2,11461.440751779219,0.9186861515045166,0.896214485168457,0.559527575969696
109891514526025,48.213328182129,28.09057650588,46.884498742865645,29.29855210594571,UA,resize,2,173.35036662771816,0.39331376552581787,0.04629999399185181,1.8611434698104858
2942639579308445,34.805369127435,127.95898406217,37.36234737597178,127.32090321272369,KR,resize,2,290.04481246298036,0.47942015528678894,0.30216407775878906,2.553642988204956
370894024357836,15.425447150296,-61.271269855519,14.033200500882034,100.85994980645772,DM,resize,2,16195.44911564116,0.7444219589233398,0.6345199942588806,1.163913607597351
788101518532706,11.258356617235,-60.564806768225,15.569808160648957,-61.42687215647303,TT,resize,2,488.3899255746645,0.8287163376808167,0.8009787797927856,0.9995160102844238
3872288566218352,50.796778330451,21.153443346433,50.90873788948051,16.691569083710835,PL,resize,2,313.4189154346324,0.19761262834072113,0.10371632874011993,4.1818461418151855
1002859423856924,17.09712846732,-24.97047664313,28.657568001825467,-17.69256398985363,CV,resize,2,1485.036779938891,0.6578267812728882,0.5728808641433716,1.7509796619415283
238160651412928,-46.337650900733,167.79026062048,-36.13726314087133,174.4143203473004,NZ,resize,2,1261.124437864407,0.09859693795442581,0.021184876561164856,5.031854629516602
