id,true_lat,true_lon,pred_lat,pred_lon,country,top1_score,margin,entropy
1198015930637035,47.58736244394304,13.72243335782696,45.422666529711556,15.255148577682082,AT,0.1961517632007599,0.034918785095214844,2.8127052783966064
2627501530880734,-21.690540312924,165.67395409726,35.78944879531622,140.65143928336676,NC,0.5551685094833374,0.3900585174560547,2.0536482334136963
464312504633961,25.061219179854,-77.474052344488,18.315044782114768,-68.83446930496781,BS,0.38381507992744446,0.0538334846496582,2.2363429069519043
1640910792965420,14.05090975535,-83.408252576108,5.045918384601857,-1.597838433901856,NI,0.836383044719696,0.7922847270965576,0.992333173751831
784509382269632,39.054295235447,125.75444015475,49.00348075910869,20.673015486109968,KP,0.1614471673965454,0.01385970413684845,3.7996532917022705
1203580403446328,59.403162352068,5.3346943684814,60.33236402078454,5.579803241674153,NO,0.48799678683280945,0.34662294387817383,2.7887539863586426
529318031569520,35.884852698,14.543835095527,35.8960521165857,14.407029499691802,MT,0.8447271585464478,0.7647984623908997,0.5572686195373535
579627393601024,31.161290071016406,27.62620232776423,31.047821827182453,28.26807966371596,EG,0.9393146634101868,0.9042800068855286,0.3427964448928833
493287055050730,18.529699440908,-73.82906994801,18.44711319338057,-74.06470938633386,HT,0.9980968832969666,0.996632993221283,0.01648031361401081
194636675718395,15.711283292961,-86.911458774945,14.734006621939931,-88.04749867794389,HN,0.8631037473678589,0.8089989423751831,0.5823849439620972
324862519056205,19.31841800221,-81.382583014952,27.973745131778976,-82.77116531116194,KY,0.43800756335258484,0.2697049379348755,2.6683499813079834
312497683776326,-3.5385285661184,29.342796802632,-3.5374876773895516,29.156288397652823,BI,0.9033980965614319,0.8358891010284424,0.45585426688194275
524249899215869,-20.36057432562562,57.57448506856856,-20.2510954931059,57.623994556626705,MU,0.5661885142326355,0.52326899766922,2.497098684310913
762407414666903,18.261799133186,-66.040383948361,42.02494810316859,-8.66026884457044,PR,0.1390628069639206,0.017029359936714172,4.069098949432373
1162773017520174,6.3181766455254,37.510104406035,6.246178143957926,37.58271954206671,ET,0.9962217807769775,0.992649495601654,0.025863420218229294
3356357477800408,-13.862024739384,-171.85937431059,-12.068173636037843,-172.22156266113333,WS,0.9995778203010559,0.9993439316749573,0.0045489040203392506
487479689165720,-0.79790097222466,-77.201507380967,-0.960352908136422,-77.39002986335895,EC,0.9963721036911011,0.9929929375648499,0.025685826316475868
255694192945304,0.23852452895088,109.87510053714,16.8381433672185,-88.58827062361054,ID,0.43659794330596924,0.3168535828590393,2.5425705909729004
810188746588631,46.29075689375,10.078154998184,45.17667501099901,5.704619345057795,CH,0.3889172673225403,0.14459209144115448,2.6797428131103516
152336490235316,6.1412981189533,-10.222955468447,6.36090036164393,-10.387810003308322,LR,0.9959319233894348,0.9950480461120605,0.03979848697781563
1128248694323507,4.9712879947102,-52.440325961909,5.000081689193134,-52.52022262988323,GF,0.8544141054153442,0.8273053169250488,0.9947656393051147
319600276196154,17.249258189479,-62.655520880016,18.413522699551933,-64.5876747603472,KN,0.14076077938079834,0.05067955702543259,3.9441394805908203
227605128698501,30.534718182782,35.557018519973,30.778764017290634,35.57920424044831,JO,0.6861062049865723,0.38375401496887207,0.7125672101974487
469353001013618,-4.8497851046353,11.90522368749,5.33222983632032,-3.5375975448240027,CG,0.9491288065910339,0.9150555729866028,0.25038132071495056
312137333614311,50.147457733865,106.21881807879,47.93478515050908,106.78250413485661,MN,0.2606617510318756,0.1422211229801178,3.4018149375915527
417436926432877,-9.466630277777776,160.38180111111112,-9.62287644042705,159.18541964362308,SB,0.9999029636383057,0.9998356699943542,0.0011142384028062224
521833368998076,33.828288106674,35.578984207651,33.916168251624676,35.628328120272116,LB,0.975788950920105,0.9691488146781921,0.16731959581375122
804138920493771,-0.43494769438863,-76.201325946671,-1.0431723050446213,-77.44578454082034,EC,0.9338609576225281,0.9073435664176941,0.3961520493030548
302261168190071,-13.859325484052,-171.70998038915,9.08544391484924,-79.46336149407885,WS,0.27843230962753296,0.11406023800373077,3.6237785816192627
1226452984452730,18.570054722222,52.82152305555601,17.699070731582527,54.00859618266605,YE,0.7748801112174988,0.7530836462974548,1.6488094329833984
321769825972532,56.815207379952,13.937240092613,58.20429579632381,25.158128477269226,SE,0.3501194417476654,0.1639380156993866,2.6558146476745605
773469050698883,0.4364979004820079,9.440864620026538,-25.88664272112399,32.65040069014248,GA,0.21539795398712158,0.04537910223007202,2.9863991737365723
333032548339836,51.706235270322,-9.7173149835356,51.82162032953488,-9.816693269140847,IE,0.9994996786117554,0.9993273019790649,0.00587074039503932
321482029535925,44.652229350002,21.162756330018,44.67446976493121,21.285861079039687,RS,0.5128912329673767,0.41110408306121826,2.479959011077881
832510974027702,-17.456552891966,-65.728142843828,-17.575306982118537,-65.26328975167318,BO,0.3347632586956024,0.10403850674629211,1.622397780418396
109891514526025,48.213328182129,28.09057650588,48.18040266247388,28.19055132891245,UA,0.5899377465248108,0.37721574306488037,1.456052303314209
