id,true_lat,true_lon,pred_lat,pred_lon,country,top1_score,margin,entropy,corruption_type,severity,error_km
1198015930637035,47.58736244394304,13.72243335782696,45.42266652971156,15.255148577682082,AT,0.1961517632007599,0.0349187850952148,2.8127052783966064,,,
2627501530880734,-21.690540312924,165.67395409726,35.78944879531622,140.65143928336676,NC,0.5551685094833374,0.3900585174560547,2.0536482334136963,,,
464312504633961,25.061219179854,-77.474052344488,18.315044782114768,-68.83446930496781,BS,0.3838150799274444,0.0538334846496582,2.2363429069519043,,,
1640910792965420,14.05090975535,-83.408252576108,5.045918384601857,-1.597838433901856,NI,0.836383044719696,0.7922847270965576,0.992333173751831,,,
784509382269632,39.054295235447,125.75444015475,49.00348075910869,20.673015486109968,KP,0.1614471673965454,0.0138597041368484,3.7996532917022714,,,
1203580403446328,59.403162352068,5.3346943684814,60.33236402078454,5.579803241674153,NO,0.4879967868328094,0.3466229438781738,2.7887539863586426,,,
529318031569520,35.884852698,14.543835095527,35.8960521165857,14.407029499691802,MT,0.8447271585464478,0.7647984623908997,0.5572686195373535,,,
579627393601024,31.161290071016406,27.62620232776423,31.047821827182453,28.26807966371596,EG,0.9393146634101868,0.9042800068855286,0.3427964448928833,,,
493287055050730,18.529699440908,-73.82906994801,18.44711319338057,-74.06470938633386,HT,0.9980968832969666,0.996632993221283,0.0164803136140108,,,
194636675718395,15.711283292961,-86.911458774945,14.734006621939931,-88.04749867794389,HN,0.8631037473678589,0.8089989423751831,0.5823849439620972,,,
324862519056205,19.31841800221,-81.382583014952,27.973745131778976,-82.77116531116194,KY,0.4380075633525848,0.2697049379348755,2.6683499813079834,,,
312497683776326,-3.5385285661184,29.342796802632,-3.537487677389552,29.156288397652823,BI,0.903398096561432,0.8358891010284424,0.4558542668819427,,,
524249899215869,-20.36057432562562,57.57448506856856,-20.2510954931059,57.62399455662671,MU,0.5661885142326355,0.52326899766922,2.497098684310913,,,
762407414666903,18.261799133186,-66.040383948361,42.02494810316859,-8.66026884457044,PR,0.1390628069639206,0.0170293599367141,4.069098949432373,,,
1162773017520174,6.3181766455254,37.510104406035,6.246178143957926,37.58271954206671,ET,0.9962217807769777,0.992649495601654,0.0258634202182292,,,
3356357477800408,-13.862024739384,-171.85937431059,-12.068173636037844,-172.22156266113333,WS,0.999577820301056,0.9993439316749572,0.0045489040203392,,,
487479689165720,-0.79790097222466,-77.201507380967,-0.960352908136422,-77.39002986335895,EC,0.9963721036911012,0.99299293756485,0.0256858263164758,,,
255694192945304,0.23852452895088,109.87510053714,16.8381433672185,-88.58827062361054,ID,0.4365979433059692,0.3168535828590393,2.5425705909729004,,,
810188746588631,46.29075689375,10.078154998184,45.17667501099901,5.704619345057795,CH,0.3889172673225403,0.1445920914411544,2.679742813110352,,,
152336490235316,6.1412981189533,-10.222955468447,6.36090036164393,-10.387810003308322,LR,0.9959319233894348,0.9950480461120604,0.0397984869778156,,,
